"ItemNo","TurnId","Name","X_OrState","Y_OrFleet","MP","Federation","Batt1Type","Batt1EF","Batt1Size","Batt2Type","Batt2EF","Batt2Size","Batt3Type","Batt3EF","Batt3Size","Batt4Type","Batt4EF","Batt4Size","Batt5Type","Batt5EF","Batt5Size","Batt6Type","Batt6EF","Batt6Size","Batt7Type","Batt7EF","Batt7Size"
"5054","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
"5062","307EApr1809","HIGHLANDER      ","23","20","32","61","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800"
"4001","307EAug1808","BRIGADE 1       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4002","307EAug1808","BRIGADE 2       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","Fg","0","800","La","7","800","La","7","800"
"4003","307EAug1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EAug1808","BRIGADE 4       ","23","20","24","0","KL","7","800","KL","7","800","KL","7","800","KL","7","800","Pi","8","800","Mi","6","800","Mi","6","800"
"4005","307EAug1808","BRIGADE 5       ","23","20","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4006","307EAug1808","BRIGADE 6       ","13","19","32","0","Hh","0","800","Hh","0","800","Dr","8","800","lD","7","800","lD","7","800","lD","7","800","lD","7","800"
"4007","307EAug1808","BRIGADE 7       ","13","19","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4008","307EAug1808","GIBRALTAR GARDE ","G ","18","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EAug1808","MARINE-BRIG 1   ","G ","12","32","0","Kt","6","797","Kt","6","797","Kt","6","797","Ca","4","797","Ca","4","797","Ca","4","797","Ca","4","797"
"4145","307EAug1808","COLONIAL-BRIG 1 ","31","93","32","0","Ca","4","797","Ca","4","797","Ca","4","797","Mc","4","797","Mc","4","797","--","","","--","",""
"4146","307EAug1808","MARINE-BRIG 2   ","61","75","32","0","Kt","6","790","Kt","6","790","--","","","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790"
"4147","307EAug1808","COLONIAL-BRIG 2 ","56","78","32","0","Kt","3","799","Ca","4","799","Ca","4","799","Cc","4","799","Cc","4","799","Kt","6","799","--","",""
"4148","307EAug1808","MARINE-BRIG 3   ","71","70","32","0","Kt","6","780","Kt","6","780","Ca","4","780","Ca","4","780","Ca","4","780","--","","","--","",""
"4149","307EAug1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EAug1808","COLONIAL-BRIG 4 ","78","72","32","0","Ca","4","784","Ca","4","784","Kt","6","784","Mc","4","784","Kt","6","784","Ca","4","784","Ca","4","784"
"4151","307EAug1808","COLONIAL-BRIG 5 ","73","76","32","73","Ca","4","793","Ca","4","793","Ca","4","793","Ca","4","793","Ca","4","793","Cc","4","793","Cc","4","793"
"4152","307EAug1808","COLONIAL-BRIG 6 ","82","72","40","81","Mc","4","770","Cc","4","770","Cc","4","770","Cc","4","770","Cc","4","770","Cc","4","770","Cc","4","770"
"4216","307EAug1808","COLONIALS 1     ","31","93","32","0","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","Kt","3","800","--","","","--","",""
"4230","307EAug1808","COLONIALS 2     ","56","79","24","0","Ca","4","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4245","307EAug1808","COLONIALS 3     ","G ","27","32","0","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","--","","","--","","","--","",""
"4415","307EAug1808","COLONIALS       ","58","85","32","0","Kt","3","797","Kt","3","797","Kt","3","797","Kt","3","797","Kt","3","797","--","","","--","",""
"4427","307EAug1808","COLONIALS       ","G ","21","32","0","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","Kt","4","800","--","","","--","",""
"4438","307EAug1808","COLONIALS       ","76","78","32","0","Kt","3","796","Kt","3","796","Kt","3","796","Kt","3","796","Kt","3","796","--","","","--","",""
"4494","307EAug1808","COLONIALS       ","G ","27","24","0","Kt","4","800","Kt","4","800","Mi","4","800","--","","","--","","","--","","","--","",""
"4508","307EAug1808","COLONIALS       ","14","83","24","0","Kt","4","800","Kt","4","800","--","","","--","","","Mi","4","800","--","","","--","",""
"4522","307EAug1808","MILITIA         ","G ","29","24","0","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800"
"4536","307EAug1808","MILITIA         ","G ","29","24","0","Mi","4","800","Mi","4","800","Mi","4","800","Mi","4","800","Mi","3","800","Mi","4","800","Mi","4","800"
"4583","307EAug1808","BRAVEHEARTS     ","G ","19","32","0","Hi","5","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4593","307EAug1808","BRAVEHEARTS     ","G ","19","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4602","307EAug1808","BRAVEHEARTS     ","G ","19","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4611","307EAug1808","BRAVEHEARTS     ","G ","19","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4620","307EAug1808","BRAVEHEARTS     ","23","20","32","72","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4647","307EAug1808","BRAVEHEARTS     ","G ","20","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4656","307EAug1808","BRAVEHEARTS     ","G ","20","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4665","307EAug1808","BRAVEHEARTS     ","G ","20","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4674","307EAug1808","BRAVEHEARTS     ","G ","19","32","0","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","Hi","4","800","--","","","--","",""
"4683","307EAug1808","SIEGE MASTERS   ","13","19","24","0","Mi","4","800","Mi","4","800","Mi","4","800","Ha","4","800","Ha","4","800","--","","","--","",""
"4701","307EAug1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4713","307EAug1808","BRAVEHEARTS     ","23","20","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4725","307EAug1808","BRAVEHEARTS     ","13","19","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4737","307EAug1808","BRAVEHEARTS     ","13","19","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4749","307EAug1808","BRAVEHEARTS     ","13","19","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","--","","","--","",""
"4001","307EDec1808","BRIGADE 1       ","15","14","26","0","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4002","307EDec1808","BRIGADE 2       ","18","21","26","61","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4003","307EDec1808","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EDec1808","BRIGADE 4       ","15","14","24","0","KL","7","797","KL","7","797","KL","7","797","KL","7","797","Pi","8","797","Mi","6","797","Mi","6","797"
"4005","307EDec1808","BRIGADE 5       ","15","14","24","0","Be","8","797","Ln","7","797","Ln","7","797","Ln","7","797","Ln","7","797","Pi","8","797","Mi","6","797"
"4006","307EDec1808","BRIGADE 6       ","13","19","32","62","Hh","0","52","Hh","0","52","Dr","8","0","lD","7","0","lD","7","0","lD","7","0","lD","7","0"
"4008","307EDec1808","GIBRALTAR GARDE ","18","21","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EDec1808","MARINE-BRIG 1   ","17","71","32","0","Kt","6","792","Kt","6","792","Kt","6","792","Ca","4","792","Ca","4","792","Ca","4","792","Ca","4","792"
"4145","307EDec1808","COLONIAL-BRIG 1 ","31","95","32","72","Ca","4","791","Ca","4","791","Ca","4","791","Mc","4","791","Mc","4","791","--","","","--","",""
"4146","307EDec1808","MARINE-BRIG 2   ","62","73","32","0","Kt","6","782","Kt","6","782","--","","","Ca","4","782","Ca","4","782","Ca","4","782","Ca","4","782"
"4147","307EDec1808","COLONIAL-BRIG 2 ","57","81","32","0","Kt","3","794","Ca","4","794","Ca","4","794","Cc","4","794","Cc","4","794","Kt","6","794","--","",""
"4148","307EDec1808","MARINE-BRIG 3   ","71","72","32","0","Kt","6","772","Kt","6","772","Ca","4","772","Ca","4","772","Ca","4","772","--","","","--","",""
"4149","307EDec1808","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EDec1808","COLONIAL-BRIG 4 ","76","71","32","0","Ca","4","768","Ca","4","768","Kt","6","768","Mc","4","768","Kt","6","768","Ca","4","768","Ca","4","768"
"4151","307EDec1808","COLONIAL-BRIG 5 ","76","81","32","73","Ca","4","774","Ca","4","774","Ca","4","774","Ca","4","774","Ca","4","774","Cc","4","774","Cc","4","774"
"4152","307EDec1808","COLONIAL-BRIG 6 ","83","71","40","81","Mc","4","758","Cc","4","758","Cc","4","758","Cc","4","758","Cc","4","758","Cc","4","758","Cc","4","758"
"4216","307EDec1808","COLONIALS 1     ","31","95","32","72","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","--","","","--","",""
"4230","307EDec1808","COLONIALS 2     ","56","79","24","0","Ca","4","800","Mi","3","800","Mi","3","800","Mi","3","800","Mi","3","800","--","","","--","",""
"4231","307EDec1808","HIGHLANDER MTD  ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Ma","3","800","Ma","3","800"
"4245","307EDec1808","COLONIALS 3     ","82","76","32","0","Kt","4","796","Kt","4","796","Kt","4","796","Kt","4","796","--","","","--","","","--","",""
"4415","307EDec1808","COLONIALS       ","57","84","32","0","Kt","3","785","Kt","3","785","Kt","3","785","Kt","3","785","Kt","3","785","--","","","--","",""
"4427","307EDec1808","COLONIALS       ","64","79","32","0","Kt","4","793","Kt","4","793","Kt","4","793","Kt","4","793","Kt","4","793","--","","","--","",""
"4438","307EDec1808","COLONIALS       ","81","75","32","0","Kt","3","780","Kt","3","780","Kt","3","780","Kt","3","780","Kt","3","780","--","","","--","",""
"4494","307EDec1808","COLONIALS       ","82","86","24","0","Kt","4","791","Kt","4","791","Mi","4","791","--","","","--","","","--","","","--","",""
"4508","307EDec1808","COLONIALS       ","14","84","24","0","Kt","4","788","Kt","4","788","--","","","--","","","Mi","4","788","--","","","--","",""
"4522","307EDec1808","MILITIA         ","38","14","24","65","Mi","4","779","Mi","4","775","Mi","4","778","Mi","4","774","Mi","4","779","Mi","4","776","Mi","4","777"
"4523","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4536","307EDec1808","MILITIA         ","38","14","24","65","Mi","4","772","Mi","4","776","Mi","4","776","Mi","4","776","Mi","3","771","Mi","4","776","Mi","4","774"
"4583","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","5","776","Hi","4","777","Hi","4","779","Hi","4","772","Hi","4","773","--","","","--","",""
"4593","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","779","Hi","4","776","Hi","4","772","Hi","4","778","Hi","4","779","--","","","--","",""
"4602","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","773","Hi","4","774","Hi","4","778","Hi","4","773","Hi","4","775","--","","","--","",""
"4611","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","773","Hi","4","776","Hi","4","774","Hi","4","775","Hi","4","772","--","","","--","",""
"4620","307EDec1808","BRAVEHEARTS     ","G ","29","32","0","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797","Hi","6","797","--","","","--","",""
"4647","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","774","Hi","4","778","Hi","4","772","Hi","4","777","Hi","4","773","--","","","--","",""
"4656","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","773","Hi","4","774","Hi","4","774","Hi","4","773","Hi","4","771","--","","","--","",""
"4665","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","774","Hi","4","776","Hi","4","772","Hi","4","777","Hi","4","776","--","","","--","",""
"4674","307EDec1808","BRAVEHEARTS     ","38","14","32","65","Hi","4","772","Hi","4","772","Hi","4","778","Hi","4","772","Hi","4","772","--","","","--","",""
"4701","307EDec1808","BRAVEHEARTS     ","18","21","32","64","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","--","","","--","",""
"4713","307EDec1808","BRAVEHEARTS     ","18","21","32","64","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","Hi","5","797","--","","","--","",""
"4778","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4788","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4797","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4822","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4833","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4843","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4852","307EDec1808","BRAVEHEARTS     ","18","21","32","0","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","Hi","5","800","--","","","--","",""
"4917","307EDec1808","HIGHLANDER MTD  ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Ma","3","800","Ma","3","800"
"4927","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4935","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4943","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4951","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4958","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4964","307EDec1808","BRAVEHEARTS     ","15","14","32","0","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800","Hi","3","800"
"4001","307EFeb1809","BRIGADE 1       ","15","14","26","63","Fg","1","600","Fg","0","600","Fg","1","600","Fg","0","600","Fg","0","600","La","7","600","La","7","600"
"4002","307EFeb1809","BRIGADE 2       ","18","21","26","61","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","Fg","0","797","La","7","797","La","7","797"
"4003","307EFeb1809","BRIGADE 3       ","23","20","26","0","Fg","0","800","Fg","0","800","Fg","0","800","Dr","8","800","Dr","8","800","La","7","800","La","7","800"
"4004","307EFeb1809","BRIGADE 4       ","15","14","24","63","KL","7","600","KL","7","600","KL","7","600","KL","7","600","Pi","8","698","Mi","6","600","Mi","6","600"
"4005","307EFeb1809","BRIGADE 5       ","15","14","24","63","Be","8","600","Ln","7","600","Ln","7","600","Ln","7","600","Ln","7","600","Pi","8","698","Mi","6","600"
"4006","307EFeb1809","BRIGADE 6       ","13","19","32","62","Hh","0","52","Hh","0","52","Dr","8","0","lD","7","0","lD","7","0","lD","7","0","lD","7","0"
"4008","307EFeb1809","GIBRALTAR GARDE ","13","19","24","0","Be","8","800","Ln","7","800","Ln","7","800","Ln","7","800","Ln","7","800","Pi","8","800","Mi","6","800"
"4144","307EFeb1809","MARINE-BRIG 1   ","G ","12","32","0","Kt","6","791","Kt","6","791","Kt","6","791","Ca","4","791","Ca","4","791","Ca","4","791","Ca","4","791"
"4145","307EFeb1809","COLONIAL-BRIG 1 ","31","95","32","72","Ca","4","791","Ca","4","791","Ca","4","791","Mc","4","791","Mc","4","791","--","","","--","",""
"4146","307EFeb1809","MARINE-BRIG 2   ","62","71","32","0","Kt","6","778","Kt","6","778","--","","","Ca","4","778","Ca","4","778","Ca","4","778","Ca","4","778"
"4147","307EFeb1809","COLONIAL-BRIG 2 ","58","80","32","0","Kt","3","790","Ca","4","790","Ca","4","790","Cc","4","790","Cc","4","790","Kt","6","790","--","",""
"4148","307EFeb1809","MARINE-BRIG 3   ","68","74","32","0","Kt","6","769","Kt","6","769","Ca","4","769","Ca","4","769","Ca","4","769","--","","","--","",""
"4149","307EFeb1809","COLONIAL-BRIG 3 ","62","88","32","0","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","--","","","--","","","--","",""
"4150","307EFeb1809","COLONIAL-BRIG 4 ","77","73","32","0","Ca","4","756","Ca","4","756","Kt","6","756","Mc","4","756","Kt","6","756","Ca","4","756","Ca","4","756"
"4151","307EFeb1809","COLONIAL-BRIG 5 ","78","80","32","73","Ca","4","768","Ca","4","768","Ca","4","768","Ca","4","768","Ca","4","768","Cc","4","768","Cc","4","768"
"4152","307EFeb1809","COLONIAL-BRIG 6 ","80","70","40","81","Mc","4","753","Cc","4","753","Cc","4","753","Cc","4","753","Cc","4","753","Cc","4","753","Cc","4","753"
"4216","307EFeb1809","COLONIALS 1     ","31","95","32","72","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","Kt","3","794","--","","","--","",""
